He planed the wood.	彼は木材を削った。	He (彼は) / planed (削った) / the (その) / wood (木材)
He felt maladjusted at work.	彼は職場で不適応を感じた。	He (彼は) / felt (感じた) / maladjusted (不適応) / at (で) / work (仕事)
I learned Unix yesterday.	昨日、Unixを学びました。	I (私) / learned (学びました) / Unix (ユニックス) / yesterday (昨日)
The event is multi-day.	イベントは数日間にわたります。	The (その) / event (イベント) / is (は) / multi-day (複数日)
The gastric pains are severe.	胃の痛みが激しいです。	The (その) / gastric (胃の) / pains (痛み) / are (は) / severe (激しい)
She attends a polytechnic college.	彼女は工業専門学校に通っています。	She (彼女) / attends (通う) / a (ある) / polytechnic (工科) / college (大学)
Hitherto, they remained silent.	これまでのところ、彼らは沈黙を守ってきた。	Hitherto (これまで), they (彼ら), remained (残っていた), silent (沈黙)
The bloke fixed it.	その男はそれを直した。	The (その) / bloke (男) / fixed (直した) / it (それ)
The porter carried our bags.	ポーターが私たちのバッグを運びました。	The (その) / porter (ポーター) / carried (運んだ) / our (私たちの) / bags (カバン).
The swan glided across peacefully.	白鳥は静かに水面を滑らかに渡りました。	The (その) / swan (白鳥) / glided (滑った) / across (横切って) / peacefully (穏やかに)
This bulb uses 60 watts.	この電球は60ワットを使用します。	This (この) / bulb (電球) / uses (使う) / 60 (60) / watts (ワット)
Bile helps digest fatty foods.	胆汁は脂っこい食べ物の消化を助けます。	Bile (ビリルビン) / helps (助ける) / digest (消化する) / fatty (脂肪の多い) / foods (食品)
Her essay was grammatically correct.	彼女のエッセイは文法的に正しかった。	Her (彼女の) / essay (エッセイ) / was (は) / grammatically (文法的に) / correct (正しかった)
Guinea pigs are cute pets.	モルモットはかわいいペットです。	Guinea (モルモット) / pigs (豚) / are (は) / cute (かわいい) / pets (ペット)
The cactus is very hardy.	サボテンはとても頑丈です。	The (その) / cactus (サボテン) / is (は) / very (とても) / hardy (頑丈)
The skipper steered the boat.	船長がボートを操縦しました。	The (その) / skipper (船長) / steered (操縦した) / the (その) / boat (ボート)
Company uses a mainframe computer.	会社はメインフレームコンピュータを使用しています。	Company (会社) / uses (使用する) / a (の) / mainframe (メインフレーム) / computer (コンピュータ)
Peat burns in the fireplace.	ピートが暖炉で燃える。	Peat (ピート) / burns (燃える) / in (で) / the (その) / fireplace (暖炉)
She walked along the brook.	彼女は小川に沿って歩いた。	She (彼女) / walked (歩いた) / along (沿って) / the (その) / brook (小川)
She popped the cork joyfully.	彼女は嬉しそうにコルクを抜いた。	She (彼女) / popped (抜いた) / the (その) / cork (コルク) / joyfully (喜んで)
The hamlet was peaceful.	ハムレットは平和でした。	The (その) / hamlet (村) / was (は) / peaceful (平和でした)
The doctor used an endoscope.	医者は内視鏡を使用しました。	The (その) / doctor (医者) / used (使用した) / an (一つの) / endoscope (内視鏡)
Let's adjourn the meeting.	会議を中断しましょう。	Let's (さあ) / adjourn (閉会する) / the (その) / meeting (会議)
Platelet levels were surprisingly low.	血小板のレベルが驚くほど低かった。	Platelet (血小板) / levels (レベル) / were (であった) / surprisingly (驚くほど) / low (低い)
The meeting is contractual today.	本日の会議は契約上のものです。	The (その) / meeting (会議) / is (は) / contractual (契約上の) / today (今日)
A noun names a person.	名詞は人を指す。	A (エー) / noun (名詞) / names (名前) / a (エー) / person (人)
The dame wore a hat.	淑女は帽子をかぶっていました。	The (その) / dame (貴婦人) / wore (被った) / a (一つの) / hat (帽子)
Honesty is a common maxim.	正直は一般的な格言です。	Honesty (正直) / is (は) / a (一つの) / common (一般的な) / maxim (格言)
