They develop software solutions.	彼らはソフトウェアソリューションを開発します。	They (彼ら) / develop (開発する) / software (ソフトウェア) / solutions (ソリューション)
Please include me today.	今日は私を含めてください。	Please (お願いします) / include (含めて) / me (私を) / today (今日)
Parents provide food and shelter.	親は食べ物と住まいを提供します。	Parents (親) / provide (提供する) / food (食べ物) / and (と) / shelter (住まい)
5 apples per day.	1日あたりリンゴ5個。	five (五) / apples (リンゴ) / per (毎) / day (日)
Sales continue to increase.	売上が増加し続けています。	Sales (販売) / continue (続ける) / to (へ) / increase (増加する)
Politics affects everyday life.	政治は日常生活に影響を与える。	Politics (政治) / affects (影響する) / everyday (毎日) / life (生活)
We love social gatherings.	私たちは社交の集まりが大好きです。	We (私たち) / love (愛する) / social (社交的) / gatherings (集まり)
The result was surprisingly good.	結果は驚くほど良かった。	The (結果) / result (結果) / was (だった) / surprisingly (驚くほど) / good (良い)
This is an example sentence.	これは例文です。	This (これ) / is (は) / an (一つの) / example (例) / sentence (文)
The economy is growing fast.	経済は急速に成長しています。	The (その) / economy (経済) / is (は) / growing (成長している) / fast (速く)
This product is highly recommended.	この製品は強くおすすめします。	This (この) / product (製品) / is (は) / highly (非常に) / recommended (お勧め)
Doctors operate on patients.	医者は患者を手術します。	Doctors (医者) / operate (手術する) / on (に) / patients (患者)
The council made a decision.	評議会は決定を下しました。	The (その) / council (評議会) / made (下した) / a (ある) / decision (決定)
This task requires your attention.	この作業にはあなたの注意が必要です。	This (この) / task (タスク) / requires (必要とする) / your (あなたの) / attention (注意)
Organize your books alphabetically.	本をアルファベット順に整理してください。	Organize (整理する) / your (あなたの) / books (本) / alphabetically (アルファベット順に)
The apple costs fifty cent.	りんごの値段は50セントです。	The (ザ) / apple (リンゴ) / costs (かかる) / fifty (五十) / cent (セント)
The industry is rapidly growing.	産業は急速に成長しています。	The (その) / industry (産業) / is (は) / rapidly (急速に) / growing (成長している).
Apply sunscreen before sun exposure.	日光を浴びる前に日焼け止めを塗ってください。	Apply (適用する) / sunscreen (日焼け止め) / before (前に) / sun (太陽) / exposure (露出)
The process was surprisingly easy.	その過程は驚くほど簡単でした。	The (その) / process (プロセス) / was (は) / surprisingly (驚くほど) / easy (簡単)
Company policy prohibits smoking indoors.	会社の方針では屋内での喫煙を禁止しています。	Company (会社) / policy (方針) / prohibits (禁止する) / smoking (喫煙) / indoors (屋内)
Music has a calming effect.	音楽には落ち着かせる効果があります。	Music (音楽) / has (持っている) / a (一つの) / calming (落ち着かせる) / effect (効果)
