She appeared pale and wan.	彼女は青白く見えた。	She (彼女) / appeared (現れた) / pale (青白い) / and (そして) / wan (疲れた)
I need a solicitor.	弁護士が必要です。	I (私) / need (必要) / a (一人の) / solicitor (弁護士)
I will enquire tomorrow.	明日問い合わせます。	I (私) / will (ます) / enquire (問い合わせる) / tomorrow (明日)
I play cricket daily.	私は毎日クリケットをします。	I (わたし) / play (します) / cricket (クリケット) / daily (毎日)
A ray of sunlight appeared.	光の一筋が現れた。	A (ひとすじ) / ray (光線) / of (の) / sunlight (陽光) / appeared (現れた)
The lad ran quickly.	少年は速く走った。	The (その) / lad (少年) / ran (走った) / quickly (素早く)
She acted out of spite.	彼女は意地悪で行動した。	She (彼女) / acted (行動した) / out of (から) / spite (意地悪)
The bottle holds 500 millilitres.	ボトルには500ミリリットル入ります。	The (その) / bottle (ボトル) / holds (持つ) / 500 (500) / millilitres (ミリリットル)
The extra wires are redundant.	余分な配線は冗長です。	The (その) / extra (余分な) / wires (ワイヤー) / are (は) / redundant (不要です)
The magistrate made a decision.	判事が決定を下しました。	The (その) / magistrate (判事) / made (作った) / a (一つの) / decision (決定)
Grammar is important for communication.	文法はコミュニケーションにとって重要です。	Grammar (文法) / is (です) / important (重要) / for (ために) / communication (コミュニケーション)
Generals lead the army troops.	将軍たちは軍隊を指揮する。	Generals (将軍) / lead (率いる) / the (その) / army (軍隊) / troops (部隊)
The marshal led the parade.	司令官がパレードを率いた。	The (その) / marshal (司令官) / led (導いた) / the (その) / parade (パレード)
The ulcer caused sharp pain.	潰瘍は鋭い痛みを引き起こしました。	The (その) / ulcer (潰瘍) / caused (引き起こした) / sharp (鋭い) / pain (痛み)
They rove across the fields.	彼らは野原を歩き回ります。	They (彼ら) / rove (さまよう) / across (横切って) / the (その) / fields (野原)
Turn left at the junction.	交差点で左に曲がってください。	Turn (曲がる) / left (左) / at (で) / the (その) / junction (交差点)
The knight protected the village.	騎士は村を守った。	The (ザ) / knight (騎士) / protected (保護した) / the (ザ) / village (村)
Aggregate the data results.	データの結果を集計する。	Aggregate (集計する) / the (その) / data (データ) / results (結果)
The sheep grazed the moor.	羊が荒地を食んだ。	The (その) / sheep (羊) / grazed (草を食べた) / the (その) / moor (荒野)
The manor has beautiful gardens.	マナーには美しい庭があります。	The (ザ) / manor (荘) / has (あります) / beautiful (美しい) / gardens (庭園)
She wiped away the mucus.	彼女は粘液を拭き取りました。	She (彼女) / wiped (拭った) / away (取り除いた) / the (その) / mucus (粘液)
The room looks tidy now.	部屋は今、きれいに見えます。	The (その) / room (部屋) / looks (見える) / tidy (きれい) / now (今)
He's a friendly chap.	彼は親しみやすい男です。	He (彼) / 's (は) / a (ある) / friendly (親しみやすい) / chap (男)
The abbey is beautiful inside.	修道院は中が美しいです。	The (その) / abbey (修道院) / is (は) / beautiful (美しい) / inside (内側).
Read the leaflet carefully.	注意深くリーフレットをお読みください。	Read (読む) / the (その) / leaflet (パンフレット) / carefully (注意深く)
Commence your tasks now.	今すぐタスクを開始してください。	Commence (開始) / your (あなたの) / tasks (タスク) / now (今)
They agreed whereby everyone benefits.	彼らは全員が利益を得ることに合意しました。	They (彼ら) / agreed (同意した) / whereby (それにより) / everyone (皆) / benefits (利益を得る)
Semantic meaning is often contextual.	意味はしばしば文脈に依存します。	Semantic (意味論的) / meaning (意味) / is (です) / often (しばしば) / contextual (文脈的)
Check the appendix for details.	詳細については付録を参照してください。	Check (チェック) / the (ザ) / appendix (付録) / for (のために) / details (詳細)
Abolish outdated laws promptly.	時代遅れの法律を速やかに廃止せよ。	Abolish (廃止する) / outdated (時代遅れの) / laws (法律) / promptly (即座に)
She lives in modern flats.	彼女は現代的なマンションに住んでいます。	She (彼女) / lives (住んでいる) / in (に) / modern (現代的な) / flats (マンション)
The cups are in cupboard.	カップは戸棚の中にあります。	The (その) / cups (カップ) / are (ある) / in (中) / cupboard (戸棚)
The view was absolutely splendid.	眺めは本当に素晴らしかった。	The (その) / view (眺め) / was (は) / absolutely (本当に) / splendid (素晴らしかった).
I sent a query yesterday.	昨日、問い合わせを送りました。	I (私) / sent (送った) / a (一つの) / query (問い合わせ) / yesterday (昨日)
How can I assist, madam?	ご用件をお伺いできますか、お嬢様。	How (どのように) / can (できる) / I (私) / assist (助ける) / madam (お客様)
I drank a pint yesterday.	昨日パイントを飲みました。	I (私) / drank (飲んだ) / a (一) / pint (パイント) / yesterday (昨日)
Australia is a commonwealth country.	オーストラリアはコモンウェルスの国です。	Australia (オーストラリア) / is (は) / a (の) / commonwealth (コモンウェルス) / country (国)
I dislike rainy days.	雨の日は嫌いです。	I (私) / dislike (嫌い) / rainy (雨の) / days (日々)
He joined the army regiment.	彼は軍連隊に入隊しました。	He (彼) / joined (加わった) / the (その) / army (陸軍) / regiment (連隊)
Sterling silver earrings glisten beautifully.	スターリングシルバーのイヤリングが美しく輝く。	Sterling (スターリング) / silver (シルバー) / earrings (イヤリング) / glisten (輝く) / beautifully (美しく)
The nurse was negligent.	看護師は怠慢でした。	The (その) / nurse (看護師) / was (は) / negligent (過失)
The seesaw reached equilibrium.	シーソーが平衡に達した。	The (その) / seesaw (シーソー) / reached (達した) / equilibrium (均衡)
The highland views are breathtaking.	高地の景色は息をのむほど美しいです。	The (その) / highland (高地) / views (眺め) / are (は) / breathtaking (息をのむような)
I may incur extra costs.	追加費用が発生するかもしれません。	I (私) / may (かもしれない) / incur (発生する) / extra (追加の) / costs (費用)
The news will appal everyone.	そのニュースは全員を驚かせるだろう。	The (その) / news (ニュース) / will (は) / appal (驚かせる) / everyone (皆)
The remainder is five dollars.	残りは5ドルです。	The (その) / remainder (残り) / is (は) / five (5) / dollars (ドル)
The café had a bourgeois atmosphere.	そのカフェはブルジョアな雰囲気があった。	The (その) / café (カフェ) / had (持っていた) / a (一つの) / bourgeois (ブルジョア) / atmosphere (雰囲気).
We traveled to inland towns.	私たちは内陸の町を旅行しました。	We (私たち) / traveled (旅行した) / to (へ) / inland (内陸) / towns (町)
The referee blew the whistle.	審判は笛を吹いた。	The (その) / referee (審判) / blew (吹いた) / the (その) / whistle (ホイッスル)
Socialism promotes shared economic resources.	社会主義は経済資源の共有を促進します。	Socialism (社会主義) / promotes (促進する) / shared (共有された) / economic (経済的な) / resources (資源)
The covenant was finally signed.	契約がついに署名されました。	The (その) / covenant (契約) / was (が) / finally (ついに) / signed (署名された)
The steward served drinks.	スチュワードは飲み物を提供した。	The (その) / steward (スチュワード) / served (提供した) / drinks (飲み物)
The apprentice learned very quickly.	見習いはとても早く学びました。	The (その) / apprentice (見習い) / learned (学んだ) / very (非常に) / quickly (迅速に)
We rented a luxury yacht.	私たちは高級ヨットを借りました。	We (私たちは) / rented (借りました) / a (1つの) / luxury (豪華な) / yacht (ヨット)
The proprietor owns the store.	その店の所有者です。	The (その) / proprietor (所有者) / owns (所有する) / the (その) / store (店)
The frog jumped over marsh.	カエルが沼を飛び越えた。	The (その) / frog (カエル) / jumped (跳んだ) / over (越えた) / marsh (沼)
Antibody fights against infections effectively.	抗体は感染症と効果的に戦います。	Antibody (抗体) / fights (戦う) / against (に対して) / infections (感染) / effectively (効果的に)
I need a wee break.	ちょっと休憩が必要です。	I (私) / need (必要) / a (一つの) / wee (少しの) / break (休憩)
Answers were not forthcoming.	答えは得られませんでした。	Answers (答え) / were (〜だった) / not (ない) / forthcoming (提供されなかった)
I like ham sandwiches.	ハムサンドイッチが好きです。	I (私) / like (好き) / ham (ハム) / sandwiches (サンドイッチ)
The butterfly shows perfect symmetry.	蝶は完璧な対称性を示しています。	The (その) / butterfly (蝶) / shows (示す) / perfect (完璧な) / symmetry (対称性)
She is an intermediate swimmer.	彼女は中級の泳者です。	She (彼女) / is (です) / an (一人の) / intermediate (中級) / swimmer (泳者)
People exercise more nowadays.	人々は最近もっと運動をしています。	People (人々) / exercise (運動する) / more (もっと) / nowadays (今日)
The baron owns vast lands.	男爵は広大な土地を所有しています。	The (その) / baron (男爵) / owns (所有している) / vast (広大な) / lands (土地)
The battery has no volt.	バッテリーに電圧がありません。	The (ザ) / battery (バッテリー) / has (は) / no (ない) / volt (ボルト)
Her submission was on time.	彼女の提出は時間通りでした。	Her (彼女の) / submission (提出) / was (でした) / on (時間通りに) / time (時間)
Scotland considered a referendum again.	スコットランドは再び国民投票を検討した。	a (ア) / referendum (国民投票) / of (の) / the (その) / again (再び) / considered (検討された) / each (それぞれの) / in (に) / English (英語) / Scotland (スコットランド) / words (言葉)
The movie was absolutely dreadful.	映画は本当にひどかった。	The (その) / movie (映画) / was (だった) / absolutely (全く) / dreadful (ひどい)
They burgle houses at night.	彼らは夜に家に押し入る。	They (彼ら) / burgle (押し入る) / houses (家) / at (で) / night (夜)
The shepherd tended his flock.	羊飼いは群れの世話をした。	The (その) / shepherd (羊飼い) / tended (世話をした) / his (彼の) / flock (群れ)
Please delete that file.	そのファイルを削除してください。	Please (お願いします) / delete (削除して) / that (その) / file (ファイル)
Sediment settled at the bottom.	堆積物が底に沈んだ。	Sediment (堆積物) / settled (沈殿した) / at (で) / the (その) / bottom (底).
Diesel engines are very powerful.	ディーゼルエンジンはとても強力です。	Diesel (ディーゼル) / engines (エンジン) / are (です) / very (非常に) / powerful (強力な)
They visited the stone quarry.	彼らは石切場を訪れました。	They (彼ら) / visited (訪れた) / the (その) / stone (石) / quarry (採石場)
He experienced bowel discomfort yesterday.	彼は昨日、腸の不快感を経験しました。	He (彼は) / experienced (経験した) / bowel (腸) / discomfort (不快感) / yesterday (昨日)
She applied serum every night.	彼女は毎晩セラムを塗りました。	She (彼女) / applied (塗った) / serum (美容液) / every (毎晩) / night (夜)
She typed a quick note.	彼女は素早くメモを打った。	She (彼女) / typed (打った) / a (ある) / quick (素早い) / note (メモ)
The journey was worthwhile.	旅は価値がありました。	The (その) / journey (旅) / was (は) / worthwhile (価値があった)
She smiled thereafter.	彼女はその後微笑んだ。	She (彼女) / smiled (微笑んだ) / thereafter (その後)
Incidental costs are extra.	付随費用は別途かかります。	Incidental (付随的) / costs (費用) / are (は) / extra (追加の)
The monk meditated in silence.	僧侶は静かに瞑想した。	The (その) / monk (僧侶) / meditated (瞑想した) / in (で) / silence (静寂)
The king issued a decree.	王は勅令を発布しました。	The (その) / king (王) / issued (発布した) / a (一つの) / decree (布告)
"Run" is a common verb.	「走る」は一般的な動詞です。	Run (走る) / is (です) / a (一つの) / common (一般的な) / verb (動詞)
The mosaic is beautifully colorful.	モザイクは美しく色鮮やかです。	The (ザ) / mosaic (モザイク) / is (は) / beautifully (美しく) / colorful (カラフル)
The winding road was long.	曲がりくねった道は長かった。	The (その) / winding (曲がりくねった) / road (道) / was (でした) / long (長かった)
Turn the valve gently clockwise.	バルブを時計回りに優しく回してください。	Turn (回す) / the (その) / valve (バルブ) / gently (優しく) / clockwise (時計回り)
Success entails hard work.	成功は努力を伴う。	Success (成功) / entails (伴う) / hard (ハード) / work (仕事)
Let's embark on this journey.	この旅に出かけましょう。	Let's (さあ) / embark (乗り出す) / on (に) / this (この) / journey (旅)
The cylinder rolled away.	シリンダーが転がっていった。	The (その) / cylinder (シリンダー) / rolled (転がった) / away (離れて)
Prices fluctuate throughout the year.	価格は年間を通じて変動します。	Prices (価格) / fluctuate (変動する) / throughout (全体を通して) / the (その) / year (年)
The rain had causal effects.	雨は因果的な影響を及ぼしました。	The (その) / rain (雨) / had (持っていた) / causal (因果的な) / effects (効果).
Sunny, albeit quite cold.	晴れているけれども、とても寒い。	Sunny (晴れ) / albeit (だけれども) / quite (かなり) / cold (寒い)
The cell membrane protects cells.	細胞膜は細胞を保護します。	The (その) / cell (細胞) / membrane (膜) / protects (保護する) / cells (細胞)
She has a fiery temper.	彼女は短気だ。	She (彼女) / has (持っている) / a (一つの) / fiery (激しい) / temper (気性)
