She found the book.	彼女はその本を見つけた。	She (彼女) / found (見つけた) / the (その) / book (本)
Be kind to everyone.	みんなに親切にしてください。	Be (Be) / kind (親切な) / to (へ) / everyone (みんな)
Part of the team.	チームの一員	Part (部分) / of (の) / the (その) / team (チーム)
Tom and Jerry play.	トムとジェリーは遊ぶ。	Tom (トム) / and (そして) / Jerry (ジェリー) / play (遊び)
Let's go to school.	学校に行きましょう。	Let's (レッツ) / go (行こう) / to (へ) / school (学校)
I have a cat.	私は猫を飼っています。	I (私) / have (持っている) / a (一匹の) / cat (猫)
I am in school.	私は学校にいます。	I (私) / am (です) / in (で) / school (学校)
Have a great day.	良い一日をお過ごしください。	Have (持っている) / a (一つの) / great (素晴らしい) / day (日)
It is very cold.	とても寒いです。	It (それ) / is (は) / very (とても) / cold (寒い)
He runs very fast.	彼はとても速く走ります。	He (彼) / runs (走る) / very (とても) / fast (速く)
That is a dog.	それは犬です。	That (それ) / is (です) / a (一つの) / dog (犬)
I am very happy.	私はとても幸せです。	I (私) / am (です) / very (とても) / happy (幸せ)
This gift is for.	この贈り物は...のためです。	This (これ) / gift (贈り物) / is (は) / for (ための)
They are very kind.	彼らはとても親切です。	They (彼ら) / are (です) / very (とても) / kind (親切)
How are you today?	今日はどうですか？	How (どう) / are (です) / you (あなた) / today (今日)?
That is not fair.	それは不公平です。	That (それ) / is (です) / not (ではない) / fair (公平)
The cat is on.	猫が上にいます。	The (ザ) / cat (猫) / is (いる) / on (上)
She is very kind.	彼女はとても親切です。	She (彼女) / is (です) / very (とても) / kind (親切)
Tea with honey helps.	蜂蜜入りの紅茶は役立ちます。	Tea (お茶) / with (と) / honey (蜂蜜) / helps (助ける)
As soon as possible.	できるだけ早く。	As (できるだけ) / soon (早く) / as (できるだけ) / possible (可能な)
This is a book.	これは本です。	This (これ) / is (です) / a (ー) / book (本)
Do your best today.	今日も頑張ってください。	Do (する) / your (あなたの) / best (最善) / today (今日)
We are best friends.	私たちは親友です。	We (私たちは) / are (です) / best (最高の) / friends (友達)
She is at work.	彼女は仕事中です。	She (彼女) / is (は) / at (で) / work (仕事)
Written by John.	ジョンによって書かれました。	Written (書かれた) / by (によって) / John (ジョン)
I like you, but.	あなたのことが好きですが…	I (私) / like (好き) / you (あなた) / but (でも)
She comes from Brazil.	彼女はブラジル出身です。	She (彼女) / comes (来ます) / from (から) / Brazil (ブラジル)
Tea or coffee?	紅茶かコーヒーか？	Tea (お茶) / or (または) / coffee (コーヒー)
Which one is yours?	どれがあなたのものですか？	Which (どれ) / one (一つ) / is (です) / yours (あなたの) / ? (？)
Will you help me?	手伝ってくれますか。	Will (ウィル) / you (あなた) / help (助け) / me (私) / ? (？)
What did you say?	何て言いましたか？	What (何) / did (しました) / you (あなた) / say (言う)
There is a cat.	猫がいます。	There (そこ) / is (です) / a (一匹の) / cat (猫)
One apple, please.	リンゴを一つください。	One (一つ) / apple (りんご) / please (お願いします)
All animals need food.	すべての動物は食べ物を必要とします。	All (すべての) / animals (動物) / need (必要とする) / food (食べ物)
Some cats are playful.	いくつかの猫は遊び好きです。	Some (いくつかの) / cats (猫) / are (は) / playful (遊び好き)
No running in hallways.	廊下を走らないでください。	No (いいえ) / running (走る) / in (で) / hallways (廊下)
You can do it.	あなたならできる。	You (あなた) / can (できる) / do (やる) / it (それ)
If it rains, stay.	雨が降ったら、いてください。	If (もし) / it (それ) / rains (雨が降ったら) / stay (とどまる)
What is your name?	お名前は何ですか？	What (何) / is (ですか) / your (あなたの) / name (名前)
I would try again.	私はもう一度試みます。	I (私) / would (するだろう) / try (試みる) / again (もう一度)
Let's go now.	今すぐ行こう。	Let's (行こう) / go (行く) / now (今)
I am so tired.	とても疲れています。	I (私は) / am (です) / so (とても) / tired (疲れた)
Who is your friend?	あなたの友達は誰ですか？	Who (誰) / is (は) / your (あなたの) / friend (友達)
Let's go out.	出かけましょう。	Let's (レッツ) / go (行こう) / out (外に)
Make a delicious cake.	美味しいケーキを作ってください。	Make (作る) / a (美味しい) / delicious (ケーキ) / cake (ケーキ)
