The train goes to Al.	電車はアルに行きます。	The (ザ) / train (列車) / goes (行く) / to (に) / Al (アル)
They reached an accord quickly.	彼らはすぐに合意に達しました。	They (彼ら) / reached (到達した) / an (一つの) / accord (合意) / quickly (速やかに)
Rugby is a popular sport.	ラグビーは人気のあるスポーツです。	Rugby (ラグビー) / is (です) / a (一つの) / popular (人気のある) / sport (スポーツ)
The constable waved us through.	巡査は私たちを通しました。	The (その) / constable (警官) / waved (手を振った) / us (私たちを) / through (通して)
The robin sang beautifully.	コマドリが美しく歌った。	The (その) / robin (コマドリ) / sang (歌った) / beautifully (美しく)
She lives in the borough.	彼女はその地区に住んでいます。	She (彼女) / lives (住んでいる) / in (に) / the (その) / borough (自治区)
The isle was incredibly peaceful.	島はとても静かでした。	The (その) / isle (島) / was (は) / incredibly (非常に) / peaceful (平和な)
The dean approved our proposal.	学部長が私たちの提案を承認しました。	The (その) / dean (学部長) / approved (承認した) / our (私たちの) / proposal (提案).
The reverend led the service.	牧師が礼拝を導きました。	The (その) / reverend (牧師) / led (導いた) / the (その) / service (礼拝)
She drove a mini car.	彼女は軽自動車を運転しました。	She (彼女は) / drove (運転した) / a (一台の) / mini (ミニ) / car (車)
School uniforms are compulsory.	学校の制服は必須です。	School (学校) / uniforms (制服) / are (は) / compulsory (必須)
The queue was very long.	行列がとても長かった。	The (その) / queue (列) / was (は) / very (とても) / long (長かった)
Let's move onwards together.	一緒に前進しましょう。	Let's (さあ) / move (動く) / onwards (先へ) / together (一緒に)
They levy a new tax.	彼らは新しい税を課す。	They (彼ら) / levy (課す) / a (新たな) / new (新しい) / tax (税)
Day and night are conjunctions.	昼と夜は接続詞です。	Day (昼) / and (と) / night (夜) / are (は) / conjunctions (接続詞)
The locomotive stopped suddenly.	機関車が急に止まった。	The (その) / locomotive (機関車) / stopped (止まった) / suddenly (突然に)
The boat's hull is red.	船の船体は赤いです。	The (その) / boat's (ボートの) / hull (船体) / is (は) / red (赤い).
Plants secrete a sticky liquid.	植物は粘着性の液体を分泌します。	Plants (植物) / secrete (分泌する) / a (ある) / sticky (粘り気のある) / liquid (液体)
She walked across the heath.	彼女は荒野を歩いて渡った。	She (彼女) / walked (歩いた) / across (横切って) / the (その) / heath (ヒース).
The squadron flew overhead silently.	飛行隊が頭上を静かに飛んだ。	The (ザ) / squadron (戦隊) / flew (飛んだ) / overhead (頭上に) / silently (静かに)
I drank a litre today.	私は今日1リットル飲みました。	I (私) / drank (飲んだ) / a (１つの) / litre (リットル) / today (今日)
Click the blue node icon.	青いノードアイコンをクリックしてください。	Click (クリック) / the (その) / blue (青い) / node (ノード) / icon (アイコン)
Abolition ended slavery permanently.	奴隷制度は廃止によって永久に終わった。	Abolition (廃止) / ended (終わらせた) / slavery (奴隷制) / permanently (永久に)
Rain can mar outdoor events.	雨は屋外イベントを台無しにすることがあります。	Rain (雨) / can (できる) / mar (損なう) / outdoor (屋外の) / events (イベント)
Milk contains calcium for bones.	牛乳には骨に必要なカルシウムが含まれています。	Milk (ミルク) / contains (含む) / calcium (カルシウム) / for (のために) / bones (骨)
We traveled by caravan.	私たちはキャラバンで旅をしました。	We (私たち) / traveled (旅行した) / by (で) / caravan (キャラバン)
She had the gall.	彼女は厚かましくも…	She (彼女) / had (持っていた) / the (その) / gall (厚かましさ)
Hang your coat on the peg.	コートをフックに掛けてください。	Hang (かける) / your (あなたの) / coat (コート) / on (に) / the (その) / peg (フック)
Viruses can rapidly proliferate.	ウイルスは急速に増殖することができます。	Viruses (ウイルス) / can (できる) / rapidly (急速に) / proliferate (増殖する)
Micro chips power computers.	マイクロチップはコンピュータを動かします。	Micro (マイクロ) / chips (チップス) / power (パワー) / computers (コンピュータ)
The polymer coat is durable.	ポリマーコートは耐久性があります。	The (ザ) / polymer (ポリマー) / coat (コート) / is (は) / durable (耐久性がある)
Carol sang beautifully last night.	キャロルは昨夜美しく歌いました。	Carol (キャロル) / sang (歌った) / beautifully (美しく) / last (昨夜) / night (夜)
Beware of false propaganda.	虚偽の宣伝に注意してください。	Beware (注意) / of (の) / false (偽) / propaganda (宣伝)
The reed swayed gently.	葦が優しく揺れた。	The (その) / reed (葦) / swayed (揺れた) / gently (優しく)
The house looks gothic today.	その家は今日はゴシックに見えます。	The (その) / house (家) / looks (見える) / gothic (ゴシック調) / today (今日)
I exchanged dollars for euros.	ドルをユーロに交換しました。	I (私) / exchanged (交換した) / dollars (ドル) / for (のために) / euros (ユーロ)
The meeting is provisional today.	今日の会議は仮のものです。	The (その) / meeting (会議) / is (は) / provisional (仮) / today (今日)
He wore a blue jersey.	彼は青いジャージを着ていた。	He (彼) / wore (着た) / a (青い) / blue (ブルー) / jersey (ジャージ)
The canon is widely accepted.	その規範は広く受け入れられている。	The (ザ) / canon (カノン) / is (は) / widely (広く) / accepted (受け入れられている)
She knitted a red yarn.	彼女は赤い糸を編みました。	She (彼女) / knitted (編んだ) / a (赤い) / red (毛糸) / yarn (を)
The scarf is scarlet red.	スカーフは緋色です。	The (その) / scarf (スカーフ) / is (は) / scarlet (緋色) / red (赤い)
I love this peaceful locality.	この静かな地域が大好きです。	I (私) / love (愛している) / this (この) / peaceful (穏やかな) / locality (地域)
Mercury orbits the sun quickly.	水星は太陽を速く公転する。	Mercury (マーキュリー) / orbits (軌道を回る) / the (その) / sun (太陽) / quickly (速く)
The fascist leader was overthrown.	ファシストの指導者は打倒された。	The (その) / fascist (ファシスト) / leader (指導者) / was (が) / overthrown (打倒された) / .
The lily blooms each spring.	ユリは毎春咲く。	The (その) / lily (ユリ) / blooms (咲く) / each (毎) / spring (春)
Portable speakers are very useful.	ポータブルスピーカーはとても便利です。	Portable (ポータブル) / speakers (スピーカー) / are (は) / very (非常に) / useful (役立つ)
Folly led to their downfall.	愚かさが彼らの没落を招いた。	Folly (愚行) / led (導いた) / to (へ) / their (彼らの) / downfall (没落)
She wrote an adjective.	彼女は形容詞を書きました。	She (彼女) / wrote (書いた) / an (一つの) / adjective (形容詞)
The rocks were covered moss.	岩には苔が生えていました。	The (その) / rocks (岩) / were (されていた) / covered (覆われていた) / moss (苔)
Nerves connect to pain receptor.	神経は痛覚受容体に接続します。	Nerves (神経) / connect (接続する) / to (へ) / pain (痛み) / receptor (受容体)
My bladder feels very full.	膀胱がとても膨らんでいる感じがします。	My (私の) / bladder (膀胱) / feels (感じる) / very (とても) / full (いっぱい)
The gypsy danced with joy.	ジプシーは喜びで踊った。	The (ザ) / gypsy (ジプシー) / danced (踊った) / with (と) / joy (喜び)
Please read the memorandum.	覚書を読んでください。	Please (してください) / read (読む) / the (その) / memorandum (覚書)
Rabbits burrow underground for safety.	ウサギは安全のために地下に巣穴を掘ります。	Rabbits (ウサギ) / burrow (穴を掘る) / underground (地下) / for (ために) / safety (安全)
The court issued an injunction.	裁判所が差止命令を出した。	The (その) / court (裁判所) / issued (発行した) / an (1つの) / injunction (差止命令)
They will demolish the building.	彼らはその建物を取り壊すでしょう。	They (彼らは) / will (だろう) / demolish (取り壊す) / the (その) / building (建物)
Sheep need regular shear sessions.	羊は定期的な毛刈りが必要です。	Sheep (羊) / need (必要) / regular (定期的な) / shear (毛刈り) / sessions (回)
This tier is preferred.	この階層が好まれます。	This (これ) / tier (層) / is (は) / preferred (好ましい)
Water is a universal solvent.	水は普遍的な溶媒です。	Water (水) / is (です) / a (一つの) / universal (普遍的な) / solvent (溶媒)
Apple has two syllables.	アップルは2音節です。	Apple (アップル) / has (が) / two (二) / syllables (音節)
She is the eldest sibling.	彼女は長女です。	She (彼女) / is (は) / the (最も) / eldest (年上の) / sibling (きょうだい)
Tropical flora attracts many tourists.	熱帯植物は多くの観光客を引きつけます。	Tropical (熱帯) / flora (植物) / attracts (引きつける) / many (多くの) / tourists (観光客)
The vector points north.	ベクトルは北を指しています。	The (その) / vector (ベクトル) / points (向いている) / north (北)
We danced at the disco.	私たちはディスコで踊りました。	We (私たち) / danced (踊った) / at (で) / the (その) / disco (ディスコ)
Maria received her diploma yesterday.	マリアは昨日、卒業証書を受け取りました。	Maria (マリア) / received (受け取った) / her (彼女の) / diploma (卒業証書) / yesterday (昨日)
The warden unlocked the gate.	看守は門の鍵を開けた。	The (その) / warden (監守) / unlocked (開けた) / the (その) / gate (門)
He needs a biopsy tomorrow.	彼は明日、バイオプシーが必要です。	He (彼) / needs (必要としています) / a (1つの) / biopsy (生検) / tomorrow (明日)
The farm spans one hectare.	農場は1ヘクタールにわたっています。	The (ザ) / farm (農場) / spans (広がっています) / one (一) / hectare (ヘクタール)
The kite flies high.	凧は高く飛ぶ。	The (その) / kite (凧) / flies (飛ぶ) / high (高く)
Ascertain the facts carefully.	事実を慎重に確認してください。	Ascertain (確認する) / the (その) / facts (事実) / carefully (慎重に)
I visited the Alps yesterday.	昨日、アルプスを訪れました。	I (私) / visited (訪れた) / the (その) / Alps (アルプス) / yesterday (昨日)
She held him in esteem.	彼女は彼を尊敬していました。	She (彼女) / held (持った) / him (彼) / in (中で) / esteem (尊敬)
She handles clerical tasks efficiently.	彼女は事務作業を効率的にこなします。	She (彼女) / handles (扱う) / clerical (事務) / tasks (作業) / efficiently (効率的に)
